Index,ClassId,Split
7882,5,train
7883,13,train
7884,36,train
7885,35,train
7886,5,train
7887,12,train
7888,14,train
7889,35,train
7890,12,train
7891,25,train
7892,11,train
7893,39,train
7894,38,train
7895,8,train
7896,12,train
7897,16,train
7898,1,train
7899,7,train
7900,4,train
7901,5,train
7902,8,train
7903,13,train
7904,17,train
7905,4,train
7906,25,train
7907,3,train
7908,1,train
7909,2,train
7910,13,train
7911,28,train
7912,29,train
7913,10,train
7914,11,train
7915,25,train
7916,2,train
7917,2,train
7918,33,train
7919,9,train
7920,26,train
7921,25,train
7922,17,train
7923,4,train
7924,25,train
7925,2,train
7926,2,train
7927,4,train
7928,39,train
7929,17,train
7930,12,train
7931,3,train
7932,12,train
7933,14,train
7934,39,train
7935,1,train
7936,36,train
7937,1,train
7938,26,train
7939,1,train
7940,3,train
7941,13,train
7942,4,train
7943,1,train
7944,35,train
7945,29,train
7946,5,train
7947,2,train
7948,13,train
7949,7,train
7950,38,train
7951,25,train
7952,12,train
7953,2,train
7954,1,train
7955,10,train
7956,31,train
7957,5,train
7958,38,train
7959,4,train
7960,26,train
7961,9,train
7962,2,train
7963,35,train
7964,8,train
7965,4,train
7966,24,train
7967,13,train
7968,3,train
7969,12,train
7970,11,train
7971,0,train
7972,10,train
7973,10,train
7974,13,train
7975,38,train
7976,25,train
7977,42,train
7978,7,train
7979,35,train
7980,8,train
7981,22,train
7982,13,train
7983,3,train
7984,3,train
7985,3,train
7986,3,train
7987,23,train
7988,2,train
7989,17,train
7990,8,train
7991,24,train
7992,27,train
7993,2,train
7994,5,train
7995,14,train
7996,4,train
7997,30,train
7998,4,train
7999,5,train
8000,22,train
8001,34,train
8002,2,train
8003,31,train
8004,18,train
8005,6,train
8006,17,train
8007,25,train
8008,10,train
8009,17,train
8010,30,train
8011,4,train
8012,9,train
8013,28,train
8014,11,train
8015,38,train
8016,35,train
8017,5,train
8018,38,train
8019,34,train
8020,12,train
8021,4,train
8022,35,train
8023,12,train
8024,35,train
8025,12,train
8026,2,train
8027,9,train
8028,2,train
8029,36,train
8030,1,train
8031,10,train
8032,33,train
8033,38,train
8034,25,train
8035,2,train
8036,25,train
8037,30,train
8038,30,train
8039,18,train
8040,5,train
8041,35,train
8042,6,train
8043,25,train
8044,31,train
8045,11,train
8046,34,train
8047,38,train
8048,8,train
8049,3,train
8050,3,train
8051,3,train
8052,23,train
8053,7,train
8054,4,train
8055,30,train
8056,1,train
8057,29,train
8058,29,train
8059,11,train
8060,3,train
8061,18,train
8062,1,train
8063,28,train
8064,5,train
8065,41,train
8066,2,train
8067,11,train
8068,10,train
8069,31,train
8070,15,train
8071,2,train
8072,22,train
8073,38,train
8074,13,train
8075,7,train
8076,20,train
8077,17,train
8078,13,train
8079,25,train
8080,33,train
8081,36,train
8082,7,train
8083,5,train
8084,3,train
8085,1,train
8086,33,train
8087,12,train
8088,4,train
8089,10,train
8090,11,train
8091,34,train
8092,12,train
8093,12,train
8094,4,train
8095,12,train
8096,12,train
8097,36,train
8098,13,train
8099,11,train
8100,10,train
8101,3,train
8102,4,train
8103,2,train
8104,7,train
8105,37,train
8106,20,train
8107,10,train
8108,2,train
8109,33,train
8110,8,train
8111,26,train
8112,15,train
8113,10,train
8114,2,train
8115,24,train
8116,42,train
8117,15,train
8118,14,train
8119,10,train
8120,3,train
8121,32,train
8122,10,train
8123,13,train
8124,38,train
8125,14,train
8126,2,train
8127,9,train
8128,5,train
8129,2,train
8130,13,train
8131,38,train
8132,21,train
8133,29,train
8134,30,train
8135,5,train
8136,18,train
8137,38,train
8138,26,train
8139,1,train
8140,7,train
8141,4,train
8142,1,train
8143,10,train
8144,10,train
8145,31,train
8146,18,train
8147,10,train
8148,1,train
8149,20,train
8150,1,train
8151,23,train
8152,5,train
8153,10,train
8154,36,train
8155,15,train
8156,8,train
8157,2,train
8158,17,train
8159,5,train
8160,2,train
8161,8,train
8162,2,train
8163,13,train
8164,13,train
8165,40,train
8166,35,train
8167,1,train
8168,29,train
8169,39,train
8170,4,train
8171,8,train
8172,5,train
8173,20,train
8174,5,train
8175,31,train
8176,15,train
8177,1,train
8178,33,train
8179,11,train
8180,17,train
8181,42,train
8182,24,train
8183,35,train
8184,8,train
8185,13,train
8186,36,train
8187,1,train
8188,9,train
8189,10,train
8190,1,train
8191,3,train
8192,39,train
8193,1,train
8194,4,train
8195,8,train
8196,12,train
8197,38,train
8198,3,train
8199,24,train
8200,3,train
8201,13,train
8202,2,train
8203,12,train
8204,4,train
8205,17,train
8206,8,train
8207,11,train
8208,25,train
8209,15,train
8210,1,train
8211,1,train
8212,38,train
8213,2,train
8214,25,train
8215,33,train
8216,38,train
8217,1,train
8218,8,train
8219,5,train
8220,30,train
8221,38,train
8222,13,train
8223,23,train
8224,26,train
8225,13,train
8226,35,train
8227,37,train
8228,9,train
8229,31,train
8230,7,train
8231,12,train
8232,10,train
8233,9,train
8234,31,train
8235,6,train
8236,1,train
8237,35,train
8238,35,train
8239,26,train
8240,18,train
8241,4,train
8242,33,train
8243,32,train
8244,3,train
8245,5,train
8246,1,train
8247,14,train
8248,27,train
8249,18,train
8250,1,train
8251,13,train
8252,5,train
8253,22,train
8254,3,train
8255,13,train
8256,13,train
8257,42,train
8258,1,train
8259,35,train
8260,16,train
8261,1,train
8262,4,train
8263,15,train
8264,10,train
8265,33,train
8266,19,train
8267,38,train
8268,23,train
8269,14,train
8270,38,train
8271,20,train
8272,3,train
8273,18,train
8274,24,train
8275,40,train
8276,30,train
8277,25,train
8278,35,train
8279,40,train
8280,13,train
8281,2,train
8282,2,train
8283,23,train
8284,9,train
8285,12,train
8286,8,train
8287,38,train
8288,13,train
8289,13,train
8290,4,train
8291,40,train
8292,35,train
8293,14,train
8294,40,train
8295,5,train
8296,9,train
8297,37,train
8298,5,train
8299,13,train
8300,23,train
8301,18,train
8302,25,train
8303,13,train
8304,32,train
8305,11,train
8306,23,train
8307,1,train
8308,10,train
8309,2,train
8310,14,train
8311,30,train
8312,5,train
8313,35,train
8314,15,train
8315,13,train
8316,16,train
8317,25,train
8318,14,train
8319,21,train
8320,12,train
8321,26,train
8322,2,train
8323,28,train
8324,4,train
8325,38,train
8326,25,train
8327,22,train
8328,5,train
8329,4,train
8330,5,train
8331,18,train
8332,19,train
8333,23,train
8334,7,train
8335,27,train
8336,7,train
8337,12,train
8338,5,train
8339,2,train
8340,25,train
8341,9,train
8342,12,train
8343,29,train
8344,38,train
8345,39,train
8346,10,train
8347,2,train
8348,16,train
8349,34,train
8350,7,train
8351,9,train
8352,18,train
8353,10,train
8354,25,train
8355,7,train
8356,12,train
8357,1,train
8358,2,train
8359,2,train
8360,13,train
8361,38,train
8362,13,train
8363,15,train
8364,38,train
8365,5,train
8366,14,train
8367,12,train
8368,36,train
8369,11,train
8370,13,train
8371,35,train
8372,32,train
8373,2,train
8374,4,train
8375,2,train
8376,10,train
8377,1,train
8378,13,train
8379,13,train
8380,14,train
8381,21,train
8382,7,train
8383,3,train
8384,8,train
8385,9,train
8386,38,train
8387,8,train
8388,38,train
8389,12,train
8390,8,train
8391,10,train
8392,5,train
8393,14,train
8394,13,train
8395,35,train
8396,25,train
8397,2,train
8398,3,train
8399,38,train
8400,18,train
8401,10,train
8402,13,train
8403,3,train
8404,23,train
8405,18,train
8406,18,train
8407,13,train
8408,13,train
8409,9,train
8410,13,train
8411,9,train
8412,17,train
8413,18,train
8414,8,train
8415,2,train
8416,13,train
8417,1,train
8418,39,train
8419,17,train
8420,3,train
8421,2,train
8422,17,train
8423,35,train
8424,24,train
8425,39,train
8426,2,train
8427,3,train
8428,11,train
8429,13,train
8430,4,train
8431,3,train
8432,5,train
8433,1,train
8434,1,train
8435,4,train
8436,26,train
8437,17,train
8438,2,train
8439,9,train
8440,8,train
8441,5,train
8442,4,train
8443,13,train
8444,4,train
8445,1,train
8446,2,train
8447,11,train
8448,8,train
8449,13,train
8450,25,train
8451,3,train
8452,34,train
8453,2,train
8454,11,train
8455,14,train
8456,9,train
8457,30,train
8458,13,train
8459,36,train
8460,35,train
8461,21,train
8462,11,train
8463,11,train
8464,3,train
8465,18,train
8466,9,train
8467,18,train
8468,5,train
8469,12,train
8470,8,train
8471,39,train
8472,36,train
8473,5,train
8474,19,train
8475,11,train
8476,13,train
8477,3,train
8478,12,train
8479,34,train
8480,4,train
8481,36,train
8482,1,train
8483,17,train
8484,15,train
8485,38,train
8486,1,train
8487,1,train
8488,5,train
8489,30,train
8490,5,train
8491,21,train
8492,5,train
8493,9,train
8494,1,train
8495,17,train
8496,12,train
8497,1,train
8498,31,train
8499,15,train
8500,10,train
8501,9,train
8502,13,train
8503,35,train
8504,38,train
8505,35,train
8506,34,train
8507,15,train
8508,13,train
8509,31,train
8510,2,train
8511,39,train
8512,25,train
8513,31,train
8514,21,train
8515,17,train
8516,10,train
8517,25,train
8518,18,train
8519,2,train
8520,35,train
8521,25,train
8522,7,train
8523,18,train
8524,4,train
8525,9,train
8526,41,train
8527,28,train
8528,1,train
8529,10,train
8530,1,train
8531,31,train
8532,15,train
8533,10,train
8534,5,train
8535,31,train
8536,35,train
8537,1,train
8538,9,train
8539,40,train
8540,35,train
8541,38,train
8542,4,train
8543,32,train
8544,34,train
8545,13,train
8546,35,train
8547,5,train
8548,2,train
8549,1,train
8550,18,train
8551,17,train
8552,2,train
8553,11,train
8554,4,train
8555,13,train
8556,38,train
8557,33,train
8558,4,train
8559,4,train
8560,10,train
8561,20,train
8562,13,train
8563,8,train
8564,10,train
8565,11,train
8566,13,train
8567,4,train
8568,1,train
8569,22,train
8570,38,train
8571,38,train
8572,34,train
8573,12,train
8574,22,train
8575,16,train
8576,9,train
8577,37,train
8578,23,train
8579,23,train
8580,7,train
8581,39,train
8582,18,train
8583,1,train
8584,23,train
8585,5,train
8586,1,train
8587,38,train
8588,12,train
8589,1,train
8590,33,train
8591,1,train
8592,23,train
8593,2,train
8594,38,train
8595,35,train
8596,9,train
8597,11,train
8598,30,train
8599,7,train
8600,2,train
8601,13,train
8602,7,train
8603,10,train
8604,1,train
8605,11,train
8606,20,train
8607,9,train
8608,35,train
8609,12,train
8610,38,train
8611,39,train
8612,14,train
8613,7,train
8614,20,train
8615,13,train
8616,35,train
8617,28,train
8618,37,train
8619,8,train
8620,12,train
8621,27,train
8622,17,train
8623,38,train
8624,38,train
8625,10,train
8626,9,train
8627,14,train
8628,3,train
8629,1,train
8630,32,train
8631,38,train
8632,1,train
8633,12,train
8634,13,train
8635,20,train
8636,3,train
8637,8,train
8638,10,train
8639,20,train
8640,36,train
8641,2,train
8642,14,train
8643,8,train
8644,29,train
8645,22,train
8646,31,train
8647,12,train
8648,11,train
8649,13,train
8650,4,train
8651,15,train
8652,7,train
8653,1,train
8654,33,train
8655,9,train
8656,34,train
8657,13,train
8658,18,train
8659,8,train
8660,31,train
8661,38,train
8662,10,train
8663,38,train
8664,4,train
8665,25,train
8666,5,train
8667,18,train
8668,5,train
8669,1,train
8670,13,train
8671,32,train
8672,4,train
8673,37,train
8674,7,train
8675,13,train
8676,36,train
8677,36,train
8678,38,train
8679,8,train
8680,39,train
8681,35,train
8682,1,train
8683,6,train
8684,13,train
8685,15,train
8686,6,train
8687,5,train
8688,28,train
8689,2,train
8690,13,train
8691,3,train
8692,25,train
8693,7,train
8694,3,train
8695,38,train
8696,21,train
8697,35,train
8698,35,train
8699,9,train
8700,38,train
8701,33,train
8702,3,train
8703,38,train
8704,4,train
8705,33,train
8706,17,train
8707,36,train
8708,9,train
8709,21,train
8710,5,train
8711,15,train
8712,27,train
8713,37,train
8714,2,train
8715,0,train
8716,5,train
8717,33,train
8718,8,train
8719,33,train
8720,37,train
8721,12,train
8722,4,train
8723,38,train
8724,38,train
8725,8,train
8726,2,train
8727,1,train
8728,17,train
8729,39,train
8730,38,train
8731,17,train
8732,15,train
8733,1,train
8734,4,train
8735,33,train
8736,5,train
8737,39,train
8738,5,train
8739,2,train
8740,11,train
8741,31,train
8742,5,train
8743,9,train
8744,1,train
8745,38,train
8746,8,train
8747,5,train
8748,16,train
8749,12,train
8750,5,train
8751,4,train
8752,27,train
8753,7,train
8754,13,train
8755,26,train
8756,13,train
8757,2,train
8758,7,train
8759,8,train
8760,1,train
8761,38,train
8762,3,train
8763,31,train
8764,22,train
8765,7,train
8766,8,train
8767,13,train
8768,25,train
8769,40,train
8770,38,train
8771,13,train
8772,10,train
8773,8,train
8774,10,train
8775,17,train
8776,23,train
8777,42,train
8778,35,train
8779,35,train
8780,7,train
8781,14,train
8782,40,train
8783,9,train
8784,13,train
8785,20,train
8786,18,train
8787,13,train
8788,25,train
8789,7,train
8790,2,train
8791,13,train
8792,2,train
8793,25,train
8794,29,train
8795,18,train
8796,38,train
8797,13,train
8798,5,train
8799,18,train
8800,31,train
8801,23,train
8802,10,train
8803,17,train
8804,12,train
8805,18,train
8806,35,train
8807,5,train
8808,25,train
8809,3,train
8810,2,train
8811,10,train
8812,1,train
8813,2,train
8814,19,train
8815,1,train
8816,10,train
8817,10,train
8818,35,train
8819,10,train
8820,35,train
8821,10,train
8822,33,train
8823,12,train
8824,8,train
8825,12,train
8826,17,train
8827,4,train
8828,13,train
8829,35,train
8830,5,train
8831,10,train
8832,5,train
8833,19,train
8834,12,train
8835,14,train
8836,10,train
8837,9,train
8838,12,train
8839,17,train
8840,33,train
8841,25,train
8842,2,train
8843,38,train
8844,5,train
8845,38,train
8846,5,train
8847,1,train
8848,18,train
8849,41,train
8850,14,train
8851,4,train
8852,30,train
8853,12,train
8854,9,train
8855,10,train
8856,17,train
8857,11,train
8858,4,train
8859,9,train
8860,4,train
8861,10,train
8862,25,train
8863,9,train
8864,18,train
8865,13,train
8866,4,train
8867,31,train
8868,3,train
8869,2,train
8870,7,train
8871,38,train
8872,12,train
8873,3,train
8874,11,train
8875,10,train
8876,8,train
8877,26,train
8878,4,train
8879,36,train
8880,10,train
8881,33,train
8882,35,train
8883,12,train
8884,10,train
8885,8,train
8886,14,train
8887,9,train
8888,2,train
8889,1,train
8890,12,train
8891,4,train
8892,10,train
8893,18,train
8894,4,train
8895,30,train
8896,3,train
8897,30,train
8898,8,train
8899,4,train
8900,18,train
8901,12,train
8902,38,train
8903,28,train
8904,34,train
8905,18,train
8906,25,train
8907,38,train
8908,25,train
8909,5,train
8910,26,train
8911,29,train
8912,8,train
8913,18,train
8914,3,train
8915,9,train
8916,13,train
8917,13,train
8918,14,train
8919,2,train
8920,28,train
8921,31,train
8922,36,train
8923,11,train
8924,10,train
8925,9,train
8926,9,train
8927,23,train
8928,8,train
8929,18,train
8930,25,train
8931,29,train
8932,8,train
8933,12,train
8934,2,train
8935,12,train
8936,31,train
8937,7,train
8938,34,train
8939,2,train
8940,23,train
8941,5,train
8942,17,train
8943,2,train
8944,38,train
8945,25,train
8946,21,train
8947,37,train
8948,15,train
8949,4,train
8950,7,train
8951,38,train
8952,2,train
8953,14,train
8954,4,train
8955,12,train
8956,31,train
8957,22,train
8958,12,train
8959,1,train
8960,13,train
8961,33,train
8962,21,train
8963,24,train
8964,4,train
8965,7,train
8966,13,train
8967,7,train
8968,4,train
8969,38,train
8970,15,train
8971,6,train
8972,10,train
8973,27,train
8974,38,train
8975,18,train
8976,15,train
8977,8,train
8978,26,train
8979,7,train
8980,4,train
8981,8,train
8982,18,train
8983,29,train
8984,13,train
8985,17,train
8986,13,train
8987,2,train
8988,17,train
8989,18,train
8990,2,train
8991,11,train
8992,10,train
8993,9,train
8994,8,train
8995,5,train
8996,9,train
8997,41,train
8998,1,train
8999,25,train
9000,35,train
9001,21,train
9002,26,train
9003,1,train
9004,5,train
9005,20,train
9006,36,train
9007,6,train
9008,26,train
9009,38,train
9010,12,train
9011,1,train
9012,9,train
9013,12,train
9014,27,train
9015,10,train
9016,2,train
9017,38,train
9018,6,train
9019,4,train
9020,26,train
9021,13,train
9022,27,train
9023,25,train
9024,4,train
9025,11,train
9026,38,train
9027,13,train
9028,4,train
9029,39,train
9030,7,train
9031,12,train
9032,27,train
9033,40,train
9034,35,train
9035,25,train
9036,17,train
9037,14,train
9038,13,train
9039,26,train
9040,12,train
9041,2,train
9042,12,train
9043,13,train
9044,1,train
9045,4,train
9046,4,train
9047,25,train
9048,11,train
9049,39,train
9050,38,train
9051,17,train
9052,9,train
9053,1,train
9054,5,train
9055,14,train
9056,7,train
9057,25,train
9058,9,train
9059,37,train
9060,5,train
9061,4,train
9062,15,train
9063,4,train
9064,38,train
9065,3,train
9066,16,train
9067,6,train
9068,35,train
9069,18,train
9070,20,train
9071,3,train
9072,8,train
9073,18,train
9074,8,train
9075,42,train
9076,9,train
9077,2,train
9078,13,train
9079,4,train
9080,33,train
9081,13,train
9082,10,train
9083,17,train
9084,3,train
9085,14,train
9086,18,train
9087,2,train
9088,14,train
9089,8,train
9090,25,train
9091,12,train
9092,2,train
9093,5,train
9094,4,train
9095,23,train
9096,13,train
9097,31,train
9098,9,train
9099,11,train
9100,18,train
9101,33,train
9102,10,train
9103,14,train
9104,7,train
9105,38,train
9106,8,train
9107,2,train
9108,5,train
9109,28,train
9110,4,train
9111,1,train
9112,5,train
9113,0,train
9114,5,train
9115,2,train
9116,24,train
9117,23,train
9118,3,train
9119,25,train
9120,29,train
9121,7,train
9122,10,train
9123,3,train
9124,7,train
9125,23,train
9126,38,train
9127,33,train
9128,28,train
9129,16,train
9130,12,train
9131,38,train
9132,38,train
9133,26,train
9134,25,train
9135,13,train
9136,35,train
9137,38,train
9138,22,train
9139,13,train
9140,13,train
9141,12,train
9142,12,train
9143,10,train
9144,9,train
9145,30,train
9146,21,train
9147,7,train
9148,1,train
9149,9,train
9150,7,train
9151,10,train
9152,40,train
9153,9,train
9154,18,train
9155,2,train
9156,7,train
9157,35,train
9158,23,train
9159,16,train
9160,6,train
9161,17,train
9162,14,train
9163,9,train
9164,5,train
9165,33,train
9166,28,train
9167,36,train
9168,5,train
9169,35,train
9170,9,train
9171,18,train
9172,29,train
9173,22,train
9174,1,train
9175,11,train
9176,30,train
9177,3,train
9178,2,train
9179,1,train
9180,35,train
9181,38,train
9182,8,train
9183,11,train
9184,10,train
9185,6,train
9186,2,train
9187,13,train
9188,36,train
9189,39,train
9190,34,train
9191,35,train
9192,32,train
9193,26,train
9194,31,train
9195,3,train
9196,8,train
9197,19,train
9198,38,train
9199,28,train
9200,42,train
9201,32,train
9202,2,train
9203,6,train
9204,5,train
9205,4,train
9206,2,train
9207,2,train
9208,3,train
9209,11,train
9210,35,train
9211,18,train
9212,27,train
9213,5,train
9214,30,train
9215,26,train
9216,38,train
9217,36,train
9218,17,train
9219,12,train
9220,7,train
9221,4,train
9222,8,train
9223,11,train
9224,2,train
9225,6,train
9226,2,train
9227,21,train
9228,12,train
9229,32,train
9230,8,train
9231,23,train
9232,13,train
9233,38,train
9234,1,train
9235,0,train
9236,1,train
9237,10,train
9238,28,train
9239,39,train
9240,2,train
9241,9,train
9242,25,train
9243,7,train
9244,7,train
9245,33,train
9246,19,train
9247,38,train
9248,36,train
9249,3,train
9250,40,train
9251,5,train
9252,25,train
9253,2,train
9254,29,train
9255,14,train
9256,38,train
9257,35,train
9258,35,train
9259,12,train
9260,25,train
9261,10,train
9262,7,train
9263,2,train
9264,18,train
9265,32,train
9266,1,train
9267,10,train
9268,35,train
9269,17,train
9270,6,train
9271,3,train
9272,4,train
9273,38,train
9274,10,train
9275,4,train
9276,36,train
9277,13,train
9278,1,train
9279,16,train
9280,13,train
9281,42,train
9282,24,train
9283,3,train
9284,38,train
9285,1,train
9286,8,train
9287,26,train
9288,9,train
9289,13,train
9290,17,train
9291,12,train
9292,12,train
9293,1,train
9294,28,train
9295,10,train
9296,38,train
9297,1,train
9298,2,train
9299,33,train
9300,34,train
9301,13,train
9302,7,train
9303,17,train
9304,1,train
9305,20,train
9306,7,train
9307,18,train
9308,10,train
9309,2,train
9310,13,train
9311,11,train
9312,1,train
9313,2,train
9314,5,train
9315,9,train
9316,12,train
9317,42,train
9318,15,train
9319,1,train
9320,1,train
9321,18,train
9322,9,train
9323,13,train
9324,4,train
9325,34,train
9326,12,train
9327,15,train
9328,23,train
9329,25,train
9330,12,train
9331,5,train
9332,3,train
9333,38,train
9334,10,train
9335,1,train
9336,24,train
9337,2,train
9338,10,train
9339,2,train
9340,3,train
9341,9,train
9342,16,train
9343,16,train
9344,6,train
9345,38,train
9346,10,train
9347,1,train
9348,7,train
9349,11,train
9350,38,train
9351,4,train
9352,25,train
9353,10,train
9354,39,train
9355,37,train
9356,12,train
9357,32,train
9358,28,train
9359,18,train
9360,39,train
9361,18,train
9362,31,train
9363,12,train
9364,18,train
9365,14,train
9366,26,train
9367,13,train
9368,25,train
9369,38,train
9370,18,train
9371,13,train
9372,17,train
9373,12,train
9374,10,train
9375,1,train
9376,3,train
9377,8,train
9378,9,train
9379,13,train
9380,11,train
9381,15,train
9382,2,train
9383,5,train
9384,8,train
9385,26,train
9386,4,train
9387,13,train
9388,12,train
9389,12,train
9390,10,train
9391,2,train
9392,2,train
9393,4,train
9394,11,train
9395,1,train
9396,8,train
9397,34,train
9398,8,train
9399,38,train
9400,7,train
9401,11,train
9402,2,train
9403,4,train
9404,18,train
9405,12,train
9406,8,train
9407,12,train
9408,1,train
9409,31,train
9410,12,train
9411,3,train
9412,18,train
9413,25,train
9414,9,train
9415,18,train
9416,1,train
9417,5,train
9418,1,train
9419,28,train
9420,31,train
9421,8,train
9422,1,train
9423,6,train
9424,17,train
9425,9,train
9426,1,train
9427,11,train
9428,33,train
9429,2,train
9430,11,train
9431,1,train
9432,8,train
9433,18,train
9434,3,train
9435,39,train
9436,14,train
9437,12,train
9438,31,train
9439,15,train
9440,18,train
9441,9,train
9442,13,train
9443,14,train
9444,4,train
9445,38,train
9446,5,train
9447,25,train
9448,11,train
9449,9,train
9450,15,train
9451,13,train
9452,4,train
9453,38,train
9454,9,train
9455,12,train
9456,17,train
9457,12,train
9458,31,train
9459,18,train
9460,8,train
9461,1,train
9462,7,train
9463,9,train
9464,3,train
9465,1,train
9466,2,train
9467,25,train
9468,5,train
9469,1,train
9470,2,train
9471,29,train
9472,8,train
9473,33,train
9474,13,train
9475,17,train
9476,25,train
9477,32,train
9478,11,train
9479,7,train
9480,2,train
9481,38,train
9482,35,train
9483,25,train
9484,1,train
9485,16,train
9486,13,train
9487,23,train
9488,9,train
9489,13,train
9490,10,train
9491,10,train
9492,9,train
9493,12,train
9494,42,train
9495,17,train
9496,9,train
9497,14,train
9498,8,train
9499,8,train
9500,16,train
9501,3,train
9502,3,train
9503,35,train
9504,5,train
9505,17,train
9506,18,train
9507,5,train
9508,10,train
9509,7,train
9510,18,train
9511,13,train
9512,10,train
9513,3,train
9514,1,train
9515,1,train
9516,36,train
9517,35,train
9518,3,train
9519,2,train
9520,10,train
9521,3,train
9522,33,train
9523,9,train
9524,1,train
9525,38,train
9526,18,train
9527,12,train
9528,31,train
9529,14,train
9530,38,train
9531,28,train
9532,9,train
9533,4,train
9534,38,train
9535,42,train
9536,10,train
9537,29,train
9538,15,train
9539,12,train
9540,7,train
9541,1,train
9542,7,train
9543,1,train
9544,4,train
9545,38,train
9546,25,train
9547,22,train
9548,13,train
9549,11,train
9550,3,train
9551,12,train
9552,38,train
9553,2,train
9554,3,train
9555,1,train
9556,2,train
9557,14,train
9558,5,train
9559,5,train
9560,8,train
9561,5,train
9562,38,train
9563,2,train
9564,8,train
9565,1,train
9566,10,train
9567,17,train
9568,30,train
9569,3,train
9570,1,train
9571,38,train
9572,25,train
9573,1,train
9574,14,train
9575,11,train
9576,12,train
9577,7,train
9578,17,train
9579,1,train
9580,13,train
9581,14,train
9582,0,train
9583,10,train
9584,25,train
9585,14,train
9586,34,train
9587,13,train
9588,9,train
9589,38,train
9590,8,train
9591,9,train
9592,37,train
9593,39,train
9594,38,train
9595,17,train
9596,25,train
9597,4,train
9598,4,train
9599,17,train
9600,1,train
9601,11,train
9602,25,train
9603,28,train
9604,18,train
9605,26,train
9606,38,train
9607,2,train
9608,9,train
9609,7,train
9610,4,train
9611,10,train
9612,21,train
9613,38,train
9614,27,train
9615,34,train
9616,3,train
9617,0,train
9618,4,train
9619,5,train
9620,12,train
9621,28,train
9622,5,train
9623,10,train
9624,5,train
9625,31,train
9626,8,train
9627,30,train
9628,12,train
9629,10,train
9630,5,train
9631,16,train
9632,8,train
9633,31,train
9634,9,train
9635,25,train
9636,7,train
9637,10,train
9638,40,train
9639,36,train
9640,5,train
9641,1,train
9642,14,train
9643,8,train
9644,4,train
9645,38,train
9646,18,train
9647,18,train
9648,17,train
9649,13,train
9650,24,train
9651,9,train
9652,10,train
9653,10,train
9654,38,train
9655,6,train
9656,10,train
9657,15,train
9658,22,train
9659,10,train
9660,18,train
9661,12,train
9662,17,train
9663,15,train
9664,13,train
9665,13,train
9666,3,train
9667,1,train
9668,2,train
9669,3,train
9670,4,train
9671,12,train
9672,3,train
9673,16,train
9674,11,train
9675,36,train
9676,8,train
9677,13,train
9678,11,train
9679,7,train
9680,1,train
9681,1,train
9682,12,train
9683,2,train
9684,12,train
9685,18,train
9686,31,train
9687,17,train
9688,26,train
9689,16,train
9690,8,train
9691,17,train
9692,40,train
9693,2,train
9694,8,train
9695,35,train
9696,6,train
9697,14,train
9698,23,train
9699,5,train
9700,2,train
9701,18,train
9702,26,train
9703,18,train
9704,38,train
9705,4,train
9706,31,train
9707,31,train
9708,11,train
9709,2,train
9710,1,train
9711,40,train
9712,4,train
9713,25,train
9714,12,train
9715,14,train
9716,26,train
9717,9,train
9718,1,train
9719,16,train
9720,36,train
9721,1,train
9722,2,train
9723,6,train
9724,5,train
9725,38,train
9726,13,train
9727,3,train
9728,24,train
9729,33,train
9730,35,train
9731,1,train
9732,11,train
9733,1,train
9734,12,train
9735,38,train
9736,3,train
9737,13,train
9738,2,train
9739,35,train
9740,1,train
9741,5,train
9742,10,train
9743,5,train
9744,1,train
9745,19,train
9746,3,train
9747,11,train
9748,38,train
9749,1,train
9750,38,train
9751,7,train
9752,7,train
9753,21,train
9754,13,train
9755,4,train
9756,10,train
9757,4,train
9758,14,train
9759,38,train
9760,4,train
9761,1,train
9762,40,train
9763,7,train
9764,17,train
9765,1,train
9766,7,train
9767,7,train
9768,37,train
9769,10,train
9770,19,train
9771,8,train
9772,4,train
9773,25,train
9774,3,train
9775,28,train
9776,6,train
9777,17,train
9778,25,train
9779,25,train
9780,41,train
9781,31,train
9782,5,train
9783,4,train
9784,10,train
9785,11,train
9786,38,train
9787,38,train
9788,31,train
9789,3,train
9790,12,train
9791,7,train
9792,27,train
9793,4,train
9794,7,train
9795,17,train
9796,36,train
9797,14,train
9798,0,train
9799,40,train
9800,11,train
9801,7,train
9802,41,train
9803,1,train
9804,1,train
9805,33,train
9806,4,train
9807,25,train
9808,16,train
9809,8,train
9810,25,train
9811,5,train
9812,7,train
9813,5,train
9814,41,train
9815,15,train
9816,30,train
9817,4,train
9818,25,train
9819,17,train
9820,29,train
9821,38,train
9822,13,train
9823,38,train
9824,9,train
9825,8,train
9826,3,train
9827,11,train
9828,8,train
9829,37,train
9830,7,train
9831,12,train
9832,38,train
9833,13,train
9834,15,train
9835,17,train
9836,38,train
9837,11,train
9838,13,train
9839,17,train
9840,18,train
9841,5,train
9842,8,train
9843,1,train
9844,21,train
9845,4,train
9846,28,train
9847,5,train
9848,3,train
9849,3,train
9850,34,train
9851,2,train
9852,2,train
9853,2,train
9854,4,train
9855,38,train
9856,11,train
9857,30,train
9858,2,train
9859,3,train
9860,13,train
9861,10,train
9862,7,train
9863,7,train
9864,17,train
9865,38,train
9866,13,train
9867,13,train
9868,21,train
9869,2,train
9870,35,train
9871,39,train
9872,38,train
9873,38,train
9874,14,train
9875,8,train
9876,11,train
9877,12,train
9878,5,train
9879,27,train
